date,disease,pathway,countries,who_report_url
2015-05-28,Lassa fever,wildlife,US,https://www.who.int/emergencies/disease-outbreak-news/item/28-may-2015-lassa-fever-usa-en
2015-05-25,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/25-may-2015-mers-saudi-arabia-en
2015-05-24,MERS,livestock,KR,https://www.who.int/emergencies/disease-outbreak-news/item/24-may-2015-mers-korea-en
2015-05-24,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/24-may-2015-mers-qatar-en
2015-05-24,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/24-may-2015-mers-saudi-arabia-en
2015-05-24,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/24-may-2015-mers-are-en
2015-05-18,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/18-may-2015-mers-are-en
2015-05-17,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/17-may-2015-mers-saudi-arabia-en
2015-05-14,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/14-May-2015-avian-influenza-china-en
2015-05-13,Ebola and Sudan virus disease,wildlife,IT,https://www.who.int/emergencies/disease-outbreak-news/item/13-may-2015-ebola-en
2015-05-08,MERS,livestock,IR,https://www.who.int/emergencies/disease-outbreak-news/item/8-may-2015-mers-iran-en
2015-05-08,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/8-may-2015-mers-saudi-arabia-en
2015-04-29,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/29-april-2015-mers-saudi-arabia-en
2015-04-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-april-2015-mers-saudi-arabia-en
2015-04-15,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/14-April-2015-avian-influenza-china-en
2015-04-09,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/9-april-2015-mers-saudi-arabia-en
2015-03-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-march-2015-mers-saudi-arabia-en
2015-03-20,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/20-march-2015-mers-saudi-arabia-en
2015-03-11,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/11-march-2015-mers-qatar-en
2015-03-11,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/11-march-2015-mers-saudi-arabia-en
2015-03-11,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/11-march-2015-avian-influenza-china-en
2015-03-09,MERS,livestock,DE,https://www.who.int/emergencies/disease-outbreak-news/item/9-march-2015-mers-germany-en
2015-03-06,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/6-march-2015-mers-saudi-arabia-en
2015-02-26,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/26-february-2015-avian-influenza-en
2015-02-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-february-2015-mers-saudi-arabia-en
2015-02-23,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/23-february-2015-mers-saudi-arabia-en
2015-02-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-february-2015-mers-saudi-arabia-en
2015-02-13,MERS,livestock,PH,https://www.who.int/emergencies/disease-outbreak-news/item/13-february-2015-mers-en
2015-02-12,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/12-february-2015-avian-influenza-en
2015-02-11,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/11-february-2015-mers-saudi-arabia-en
2015-02-11,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/11-february-2015-mers-qatar-en
2015-02-11,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/11-february-2015-mers-are-en
2015-02-08,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/8-february-2015-avian-influenza-en
2015-02-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/03-february-2015-mers-en
2015-02-01,Avian influenza,birds,CA,https://www.who.int/emergencies/disease-outbreak-news/item/01-february-2015-avian-influenza-en
2015-01-27,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/27-january-2015-avian-influenza-en
2015-01-23,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/23-january-2015-mers-oman-en
2015-01-20,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/20-january-2015-mers-en
2015-01-19,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/19-january-2015-avian-influenza-en
2015-01-16,MERS,livestock,OM,https://www.who.int/emergencies/disease-outbreak-news/item/16-january-2015-mers-oman-en
2015-01-15,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/15-january-2015-mers-en
2015-01-05,MERS,livestock,JO,https://www.who.int/emergencies/disease-outbreak-news/item/05-january-2015-mers-jordan-en
2014-12-30,Ebola and Sudan virus disease,wildlife,GB,https://www.who.int/emergencies/disease-outbreak-news/item/30-december-2014-ebola-en
2014-12-30,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/30-december-2014-avian-influenza-en
2014-12-28,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/28-december-2014-avian-influenza-en
2014-12-26,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/26-december-2014-mers-en
2014-12-24,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/24-december-2014-avian-influenza-en
2014-12-17,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/17-december-2014-mers-en
2014-12-15,West Nile fever,birds,BR,https://www.who.int/emergencies/disease-outbreak-news/item/15-december-2014-wnv-en
2014-12-02,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/2-december-2014-mers-en
2014-11-21,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/21-november-2014-mers-en
2014-11-21,Plague,wildlife,MG,https://www.who.int/emergencies/disease-outbreak-news/item/21-november-2014-plague-en
2014-11-18,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/18-november-2014-avian-influenza-en
2014-11-13,Marburg virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/13-november-2014-marburg-en
2014-11-07,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/07-november-2014-mers-en
2014-11-03,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/03-november-2014-mers-en
2014-10-31,Ebola and Sudan virus disease,wildlife,ML,https://www.who.int/emergencies/disease-outbreak-news/item/31-october-2014-ebola-en
2014-10-31,MERS,livestock,QA,https://www.who.int/emergencies/disease-outbreak-news/item/31-october-2014-mers-en
2014-10-29,Avian influenza,birds,CN,https://www.who.int/emergencies/disease-outbreak-news/item/29-october-2014-avian-influenza-en
2014-10-24,MERS,livestock,TR,https://www.who.int/emergencies/disease-outbreak-news/item/24-october-2014-mers-en
2014-10-16,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/16-october-2014-mers-en
2014-10-10,Marburg virus disease,wildlife,UG,https://www.who.int/emergencies/disease-outbreak-news/item/10-october-2014-marburg-en
2014-10-09,Ebola and Sudan virus disease,wildlife,ES,https://www.who.int/emergencies/disease-outbreak-news/item/09-october-2014-ebola-en
2014-10-02,MERS,livestock,AT,https://www.who.int/emergencies/disease-outbreak-news/item/02-october-2014-mers-austria-en
2014-10-02,MERS,livestock,SA,https://www.who.int/emergencies/disease-outbreak-news/item/02-october-2014-mers-saudi-arabia-en
2014-10-01,Ebola and Sudan virus disease,wildlife,US,https://www.who.int/emergencies/disease-outbreak-news/item/01-october-2014-ebola-en
2014-09-10,Ebola and Sudan virus disease,wildlife,CG,https://www.who.int/emergencies/disease-outbreak-news/item/2014_09_10_ebola-en
2014-09-04,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_09_04_avian_influenza-en
2014-09-04,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_09_04_ebola-en
2014-08-30,Ebola and Sudan virus disease,wildlife,SN,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_30_ebola-en
2014-08-28,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_28_ebola-en
2014-08-27,Ebola and Sudan virus disease,wildlife,CG,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_27_ebola-en
2014-08-22,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_22_ebola-en
2014-08-20,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_20_ebola-en
2014-08-19,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_19_ebola-en
2014-08-15,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_15_ebola-en
2014-08-13,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_13_ebola-en
2014-08-11,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_11_ebola-en
2014-08-08,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_08_ebola-en
2014-08-06,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_06_ebola-en
2014-08-04,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_08_04_ebola-en
2014-07-31,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_31_ebola-en
2014-07-27,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_27_ebola-en
2014-07-24,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_24_ebola-en
2014-07-23,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_23_mers-en
2014-07-19,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_19_ebola-en
2014-07-17,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_17_ebola-en
2014-07-15,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_15_ebola-en
2014-07-14,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_14_mers-en
2014-07-14,MERS,livestock,AE,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_14_mers2-en
2014-07-10,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_10_ebola-en
2014-07-08,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_08_ebola-en
2014-07-04,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_04_mers-en
2014-07-03,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_03_ebola-en
2014-07-02,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_02_mers-en
2014-07-01,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_07_01_ebola-en
2014-06-27,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_27_avian_influenza-en
2014-06-26,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_26_mers-en
2014-06-25,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_25_mers-en
2014-06-24,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_24_ebola-en
2014-06-24,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_24_avian_influenza-en
2014-06-22,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_22_ebola-en
2014-06-18,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_18_ebola-en
2014-06-18,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_18_avian_influenza-en
2014-06-16,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_16_mers-en
2014-06-14,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_14_mers-en
2014-06-13,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_13_mers-en
2014-06-11,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_11_mers-en
2014-06-10,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_10_h7n9-en
2014-06-10,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_10_ebola-en
2014-06-06,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_06_ebola-en
2014-06-04,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_04_ebola-en
2014-06-04,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_06_04_mers-en
2014-05-30,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_30_ebola-en
2014-05-28,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_28_h7n9-en
2014-05-28,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_28_ebola-en
2014-05-28,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_28_mers-en
2014-05-24,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_24_ebola-en
2014-05-23,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_23_mers-en
2014-05-22,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_22_mers-en
2014-05-22,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_22_h7n9-en
2014-05-16,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_16_mers-en
2014-05-15,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_15_ebola-en
2014-05-15,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_15_mers-en
2014-05-15,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_15_h7n9-en
2014-05-12,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_12_ebola-en
2014-05-09,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_09_ebola-en
2014-05-08,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_08_ebola-en
2014-05-07,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_07_mers_yemen-en
2014-05-07,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_07_mers_jordan-en
2014-05-06,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_06_ebola-en
2014-05-05,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_05_mers-en
2014-05-05,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_05_mers_jordan-en
2014-05-02,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_02_ebola-en
2014-05-01,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_01_mers-en
2014-05-01,Avian influenza,birds,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_05_01_h7n9-en
2014-04-28,Ebola and Sudan virus disease,wildlife,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_04_28_ebola-en
2014-04-26,MERS,livestock,,https://www.who.int/emergencies/disease-outbreak-news/item/2014_04_26_mers-en
