species_group,exporter,importer,declared_shipments
tiger,CA,TH,8
tiger,CZ,TR,8
tiger,AT,UA,8
tiger,AR,ZA,8
tiger,FR,CH,7
tiger,BE,VN,7
tiger,KZ,CN,7
tiger,ZA,RU,7
tiger,US,NL,7
tiger,UA,AM,7
tiger,ZA,CR,7
tiger,IE,GB,7
tiger,DE,BR,6
tiger,AU,GB,6
jackal,ET,US,82
jackal,TZ,US,70
jackal,RS,US,30
jackal,HR,US,22
jackal,GB,US,14
jackal,TZ,MX,11
jackal,TZ,ZA,7
jackal,ZA,US,6
jackal,ET,RU,6
jackal,TZ,HU,6
jackal,ET,MX,5
jackal,FR,US,5
jackal,TZ,ES,5
jackal,TD,US,4
jackal,RS,ES,3
jackal,PK,US,3
jackal,ET,DE,3
jackal,CM,US,3
jackal,RO,US,3
jackal,TZ,RU,3
jackal,ZA,NA,3
jackal,HU,RS,3
jackal,TZ,FR,3
jackal,ET,ZA,2
jackal,DE,CH,2
jackal,ZA,CN,2
jackal,RS,HR,2
jackal,HR,RS,2
jackal,RS,MK,2
jackal,RS,PL,2
jackal,TZ,DK,2
jackal,CM,DK,2
jackal,GE,US,2
jackal,ET,HU,2
jackal,TZ,BE,2
jackal,FR,CN,2
jackal,RS,BE,1
jackal,US,FR,1
jackal,BE,US,1
jackal,BG,US,1
jackal,HR,CA,1
jackal,NA,ZA,1
jackal,CH,DE,1
jackal,FR,XV,1
jackal,TZ,DE,1
jackal,RU,NA,1
jackal,CM,DE,1
jackal,ET,GE,1
jackal,ET,ES,1
jackal,ET,AU,1
jackal,LB,US,1
jackal,NG,NE,1
jackal,ET,CZ,1
jackal,TD,FR,1
jackal,ET,AT,1
jackal,GB,NL,1
jackal,DK,CN,1
jackal,XX,US,1
jackal,ZA,MA,1
jackal,TZ,NL,1
red_sanders,IN,CN,78
red_sanders,SG,CN,39
red_sanders,IN,SG,21
red_sanders,US,HK,7
red_sanders,GB,HK,7
red_sanders,PH,HK,6
red_sanders,CH,CN,2
red_sanders,IN,HK,2
red_sanders,GB,CH,2
red_sanders,MM,CN,2
red_sanders,DE,CN,2
red_sanders,IN,AE,2
red_sanders,SG,HK,1
red_sanders,LK,CN,1
red_sanders,GB,OM,1
red_sanders,LK,IN,1
red_sanders,OM,GB,1
red_sanders,IN,CH,1
red_sanders,GB,CN,1
red_sanders,GN,CH,1
red_sanders,PH,CA,1
pangolin,US,FR,40
pangolin,MY,HK,24
pangolin,TG,US,22
pangolin,CG,CZ,21
pangolin,BI,HK,16
pangolin,BE,US,13
pangolin,CI,DE,12
pangolin,PH,HK,12
pangolin,MX,US,11
pangolin,NG,US,11
pangolin,GA,US,9
pangolin,CM,US,9
pangolin,CG,CN,8
pangolin,GB,NL,8
pangolin,TH,GB,8
pangolin,MY,GB,8
pangolin,GA,GB,7
pangolin,CF,DE,6
pangolin,FR,US,6
pangolin,ZA,US,6
pangolin,CD,DE,6
pangolin,NL,CN,6
pangolin,DK,ZA,4
pangolin,CI,FR,4
pangolin,CF,ZA,4
pangolin,UG,CN,4
pangolin,ZA,MY,4
pangolin,DE,ZA,4
pangolin,CM,ES,4
pangolin,CF,US,4
pangolin,GB,US,3
pangolin,SG,US,3
pangolin,NG,CN,3
pangolin,GA,FR,3
pangolin,FR,ZA,3
pangolin,BJ,FR,3
pangolin,MZ,US,3
pangolin,CD,CN,2
pangolin,LR,US,2
pangolin,TG,JP,2
pangolin,SG,GB,2
pangolin,BW,ZA,2
pangolin,NL,KR,2
pangolin,SZ,ZA,2
pangolin,CZ,US,2
pangolin,FR,CH,2
pangolin,VN,US,2
pangolin,ZA,NA,2
pangolin,TG,CZ,1
pangolin,TW,DE,1
pangolin,HK,ZA,1
pangolin,UG,LA,1
pangolin,CN,KP,1
pangolin,GB,SG,1
pangolin,ZA,CD,1
pangolin,BJ,CZ,1
pangolin,BJ,GB,1
pangolin,NG,ZA,1
pangolin,DE,CI,1
pangolin,NL,ID,1
bear,AE,IN,27
bear,GB,US,26
bear,IQ,AE,23
bear,RU,US,21
bear,RU,KZ,14
bear,FR,US,11
bear,KH,GB,7
bear,RU,KR,7
bear,US,DE,7
bear,US,GB,6
bear,DE,US,6
bear,IN,CZ,4
bear,KH,AU,4
bear,KG,KZ,4
bear,ID,SA,4
bear,GB,AE,4
bear,US,IT,3
bear,NL,CN,3
bear,RU,DE,3
bear,RU,ZA,3
bear,RU,XV,3
bear,BT,SL,3
bear,KR,US,3
bear,UA,PL,3
bear,BT,SI,3
bear,SG,PH,3
bear,US,DK,3
bear,ID,IN,3
bear,RU,CN,2
bear,KZ,CN,2
bear,KZ,KG,2
bear,RU,KG,2
bear,KR,GB,2
bear,KH,FR,2
bear,TR,JO,2
bear,VN,GB,2
bear,FR,CA,2
bear,DE,CH,2
bear,CN,GB,2
bear,TH,SG,2
bear,IN,SG,2
bear,GB,GG,2
bear,ID,CY,2
bear,GB,JP,2
bear,BE,CA,2
bear,CZ,GB,2
bear,DE,GB,2
bear,BE,US,2
bear,JP,US,2
bear,SG,BG,2
bear,UA,DE,2
bear,FR,CH,2
bear,JP,GB,2
bear,RU,AM,2
bear,US,MX,2
bear,CH,US,2
bear,NL,CH,2
bear,GB,CN,2
bear,ZA,IN,2
bear,BE,GB,2
jaguar,AE,IN,22
jaguar,FR,BR,14
jaguar,ZA,IQ,12
jaguar,MX,US,9
jaguar,CA,US,8
jaguar,BZ,US,8
jaguar,MX,IN,8
jaguar,PY,AR,7
jaguar,BR,AR,7
jaguar,DK,PH,7
jaguar,ZA,IN,7
jaguar,AU,MX,6
jaguar,AE,PH,6
jaguar,CA,CH,6
jaguar,CH,FR,6
jaguar,CR,US,6
jaguar,RU,AE,6
jaguar,GB,ZA,5
jaguar,BR,US,5
jaguar,ZA,RU,5
jaguar,ZA,CN,5
jaguar,ZA,JP,5
jaguar,CR,IT,4
jaguar,AE,IQ,4
jaguar,ZA,VN,4
jaguar,ZA,AE,4
jaguar,KZ,AE,4
jaguar,ES,EG,3
jaguar,CA,MX,3
jaguar,AR,PY,3
jaguar,TH,MM,3
jaguar,RU,UA,3
jaguar,ZA,MY,3
jaguar,CR,ES,3
jaguar,KG,KZ,3
jaguar,RU,BY,3
jaguar,DK,KP,3
jaguar,CN,JP,3
jaguar,ID,VN,3
jaguar,UA,SY,3
jaguar,CH,CA,3
jaguar,BE,MA,3
jaguar,FR,CH,3
jaguar,AR,BR,3
jaguar,NL,IN,3
jaguar,MX,FR,3
jaguar,FR,MX,3
jaguar,EG,PK,2
jaguar,DK,KR,2
jaguar,NL,CN,2
jaguar,MX,EG,2
jaguar,MX,CA,2
jaguar,GE,RU,2
jaguar,AM,BH,2
jaguar,KZ,RU,2
jaguar,ID,SG,2
jaguar,AE,TH,2
jaguar,CA,RU,2
jaguar,FR,MC,2
jaguar,MX,GT,2
hornbill,PH,DE,21
hornbill,ID,CZ,20
hornbill,SG,DE,20
hornbill,GB,CN,20
hornbill,SB,OM,16
hornbill,GB,US,15
hornbill,GB,HK,12
hornbill,JE,GB,12
hornbill,SY,UA,10
hornbill,PH,GB,10
hornbill,ID,BD,9
hornbill,SG,PT,9
hornbill,BE,BD,9
hornbill,ID,GB,8
hornbill,PH,US,8
hornbill,SY,UZ,8
hornbill,OM,AE,7
hornbill,AE,IN,7
hornbill,PH,CZ,6
hornbill,US,NL,6
hornbill,PT,SG,6
hornbill,CZ,UA,6
hornbill,US,GB,6
hornbill,GB,SG,6
hornbill,US,DK,6
hornbill,SB,TR,5
hornbill,SB,CN,5
hornbill,SB,XV,5
hornbill,MY,AE,5
hornbill,SG,US,5
hornbill,SG,AT,4
hornbill,ID,FR,4
hornbill,BR,AT,4
hornbill,MY,CZ,4
hornbill,GB,TR,4
hornbill,NL,MY,4
hornbill,SB,TH,4
hornbill,DE,CH,4
hornbill,AE,CY,4
hornbill,UZ,UA,4
hornbill,BE,JP,4
hornbill,CA,SK,4
hornbill,US,SG,4
hornbill,CY,AE,4
hornbill,GB,DE,4
hornbill,US,DE,3
hornbill,CG,DE,3
hornbill,UZ,VN,3
hornbill,SG,CN,3
hornbill,PG,AU,3
hornbill,IL,PT,3
hornbill,SG,GB,3
hornbill,NL,US,3
hornbill,PL,SG,3
hornbill,JE,SG,3
hornbill,NL,CN,3
hornbill,PH,GR,2
hornbill,US,CZ,2
hornbill,CZ,US,2
hornbill,GA,DE,2
rhino,GB,HK,18
rhino,GB,ZA,15
rhino,AE,IN,9
rhino,DE,CH,8
rhino,GB,TR,5
rhino,CA,US,5
rhino,CH,FR,5
rhino,CH,HK,5
rhino,US,HK,5
rhino,AR,CH,5
rhino,AE,SG,5
rhino,NL,CH,4
rhino,US,DE,4
rhino,GB,DE,4
rhino,FR,MX,4
rhino,SG,HK,3
rhino,HK,SG,3
rhino,FR,SG,2
rhino,AU,VN,2
rhino,US,SE,2
rhino,CZ,CH,2
rhino,FR,XV,2
rhino,IN,VN,2
rhino,CH,ES,2
rhino,CH,GB,2
rhino,FR,BR,2
rhino,BE,PE,2
rhino,GB,BE,2
rhino,FR,CH,1
rhino,DE,JP,1
rhino,CA,HK,1
rhino,JP,DE,1
rhino,NP,CN,1
rhino,XX,CN,1
rhino,FR,AE,1
rhino,AE,FR,1
rhino,AU,MY,1
rhino,AE,RU,1
rhino,GB,FR,1
abalone,ZA,DE,14
abalone,ZA,NL,12
abalone,ZA,GR,3
abalone,PH,NL,3
abalone,US,DE,2
abalone,PH,ES,2
abalone,PH,GR,1
abalone,ZA,AT,1
abalone,PH,PL,1
abalone,ID,NL,1
abalone,VN,NL,1
abalone,XX,PT,1
abalone,ZA,IT,1
abalone,PH,DE,1
abalone,NA,DE,1
sand_boa,CA,US,3
sand_boa,US,CA,1
totoaba,MX,US,2
